id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
215,Stuart,Whitaker,Stuart.Whitaker@datascience.aot.com,Male,None,Master Degree,$349.57,"$1,936.63",Tacoma,WA
216,Georgianna,Cattell,Georgianna.Cattell@datascience.aot.com,Female,Silver,Some College,$375.86,$743.30,,
217,Chariot,Kisbey,Chariot.Kisbey@datascience.aot.com,Male,Platnium,Bachelor Degree,$346.95,"$3,638.44",Vancouver,WA
218,Sashenka,Robertacci,Sashenka.Robertacci@datascience.aot.com,Female,Silver,Some College,$163.42,"$3,265.11",Daytona Beach,FL
219,Ddene,Florey,Ddene.Florey@datascience.aot.com,Female,Silver,PhD,$304.15,"$4,573.47",Jacksonville,FL
220,Bernie,Urrey,Bernie.Urrey@datascience.aot.com,Female,None,Master Degree,$347.75,$648.13,Camden,NJ
221,Bryanty,Kitteringham,Bryanty.Kitteringham@datascience.aot.com,Agender,Platnium,Bachelor Degree,$182.42,"$1,115.63",Tacoma,WA
222,Avigdor,Klimkowski,Avigdor.Klimkowski@datascience.aot.com,Male,None,PhD,$201.48,"$1,559.06",,
223,Liv,Pinwell,Liv.Pinwell@datascience.aot.com,Female,Platnium,Some College,$362.59,$540.62,El Paso,TX
224,Bentlee,Lovel,Bentlee.Lovel@datascience.aot.com,Male,Platnium,Bachelor Degree,$302.91,"$1,151.22",Jackson,MS
225,Loy,De Courtney,Loy.De Courtney@datascience.aot.com,Male,Silver,High School Diploma,$309.13,$932.78,Louisville,KY
226,Barn,Craister,Barn.Craister@datascience.aot.com,Male,None,Bachelor Degree,$173.10,$614.04,Saint Paul,MN
227,Cristobal,Romanin,Cristobal.Romanin@datascience.aot.com,Male,Platnium,Bachelor Degree,$290.84,"$2,330.06",Chicago,IL
228,Dave,Barck,Dave.Barck@datascience.aot.com,Male,Gold,High School Diploma,$321.81,"$4,089.95",Fort Worth,TX
229,Archibaldo,Sanday,Archibaldo.Sanday@datascience.aot.com,Genderfluid,Gold,Bachelor Degree,$244.46,"$1,385.34",Northridge,CA
230,Tanny,Beevers,Tanny.Beevers@datascience.aot.com,Male,None,High School Diploma,$248.80,"$2,446.85",Seattle,WA
231,Averill,Murtimer,Averill.Murtimer@datascience.aot.com,Male,Gold,High School Diploma,$310.64,"$4,800.92",Dayton,OH
232,Bobbi,Prescote,Bobbi.Prescote@datascience.aot.com,Female,Platnium,Master Degree,$352.15,"$4,402.51",Anaheim,CA
233,Marcia,Lydster,Marcia.Lydster@datascience.aot.com,Female,Silver,Some College,$298.22,"$1,145.26",,
234,Liliane,Hucknall,Liliane.Hucknall@datascience.aot.com,Female,Silver,Master Degree,$207.06,"$2,480.16",Detroit,MI
235,Jordan,Prudham,Jordan.Prudham@datascience.aot.com,Male,Silver,Some College,$190.75,"$4,739.27",Honolulu,HI
236,Clemence,Mackley,Clemence.Mackley@datascience.aot.com,Female,Gold,High School Diploma,$380.26,"$2,260.54",Detroit,MI
237,Graig,Sunners,Graig.Sunners@datascience.aot.com,Male,Platnium,Bachelor Degree,$187.49,"$2,336.50",Frankfort,KY
238,Miner,Truss,Miner.Truss@datascience.aot.com,Male,Platnium,PhD,$331.15,"$3,747.84",Herndon,VA
239,Adler,Storek,Adler.Storek@datascience.aot.com,Male,Platnium,PhD,$217.72,"$2,071.65",Daytona Beach,FL
240,Dorthy,Tomsett,Dorthy.Tomsett@datascience.aot.com,Female,Platnium,Some College,$337.70,"$2,496.94",Seattle,WA
241,Geoff,Soutter,Geoff.Soutter@datascience.aot.com,Male,Platnium,High School Diploma,$201.27,"$2,412.14",,
242,Maison,Keford,Maison.Keford@datascience.aot.com,Male,None,Master Degree,$194.16,"$4,569.10",New York City,NY
243,Kat,Bowich,Kat.Bowich@datascience.aot.com,Female,None,Master Degree,$315.78,"$3,461.65",Evansville,IN
244,Raimondo,Andersson,Raimondo.Andersson@datascience.aot.com,Male,None,Bachelor Degree,$167.32,"$4,649.98",Greensboro,NC
245,Zonnya,Moxley,Zonnya.Moxley@datascience.aot.com,Female,None,PhD,$245.95,"$1,789.01",Kansas City,MO
246,Justis,Whitehouse,Justis.Whitehouse@datascience.aot.com,Male,None,Some College,$359.58,$975.01,Sioux City,IA
247,Costa,Iacopo,Costa.Iacopo@datascience.aot.com,Male,Gold,PhD,$288.28,"$1,449.12",,
248,Casper,Amiranda,Casper.Amiranda@datascience.aot.com,Male,None,Master Degree,$244.84,"$3,835.81",Pasadena,CA
249,Agnese,Finlan,Agnese.Finlan@datascience.aot.com,Female,Platnium,Bachelor Degree,$277.80,"$2,940.48",Cincinnati,OH
250,Dionne,Caspell,Dionne.Caspell@datascience.aot.com,Female,Platnium,PhD,$221.13,"$1,984.32",Orlando,FL
251,Koren,Kimbrey,Koren.Kimbrey@datascience.aot.com,Female,Silver,Master Degree,$281.47,"$2,486.35",Springfield,MO
252,Carlos,Annakin,Carlos.Annakin@datascience.aot.com,Bigender,Platnium,Master Degree,$351.01,"$3,945.04",Akron,OH
253,Kalindi,Huett,Kalindi.Huett@datascience.aot.com,Female,Silver,PhD,$248.80,"$2,324.84",Roanoke,VA
254,Freddie,Ottee,Freddie.Ottee@datascience.aot.com,Agender,Gold,PhD,$185.18,"$3,364.86",Dallas,TX
255,Dulcine,Mountford,Dulcine.Mountford@datascience.aot.com,Female,Silver,Bachelor Degree,$224.58,"$3,243.26",Sioux City,IA
256,Irwinn,Maleck,Irwinn.Maleck@datascience.aot.com,Male,None,Bachelor Degree,$307.66,"$2,242.03",,
257,Filmore,Dabbes,Filmore.Dabbes@datascience.aot.com,Male,Platnium,PhD,$253.86,"$1,949.98",,
258,Janeva,Hartell,Janeva.Hartell@datascience.aot.com,Female,Platnium,PhD,$369.11,"$4,901.93",,
259,Selena,Konzelmann,Selena.Konzelmann@datascience.aot.com,Female,Silver,Bachelor Degree,$375.67,"$3,038.15",,
260,Eddie,Karpf,Eddie.Karpf@datascience.aot.com,Male,Gold,Master Degree,$311.90,"$2,126.82",Mobile,AL
261,Auria,Speedy,Auria.Speedy@datascience.aot.com,Female,Silver,Some College,$376.83,"$4,344.49",,
262,Bartlet,Abbado,Bartlet.Abbado@datascience.aot.com,Male,Platnium,PhD,$153.83,"$2,486.70",Scottsdale,AZ
263,Brett,Scala,Brett.Scala@datascience.aot.com,Agender,Platnium,Some College,$345.94,"$1,097.25",Las Vegas,NV
264,Con,Grzeszczak,Con.Grzeszczak@datascience.aot.com,Male,Gold,High School Diploma,$166.42,$717.92,Decatur,IL
265,Dotty,Btham,Dotty.Btham@datascience.aot.com,Female,Platnium,Some College,$299.83,"$2,995.37",Fort Worth,TX
266,Barny,Buxcey,Barny.Buxcey@datascience.aot.com,Male,None,Some College,$267.49,"$1,109.51",Manchester,NH
267,Corbie,Lightwood,Corbie.Lightwood@datascience.aot.com,Male,None,Bachelor Degree,$366.19,"$1,340.86",Pensacola,FL
268,Carlina,Plover,Carlina.Plover@datascience.aot.com,Female,Platnium,Some College,$321.58,$864.92,Pittsburgh,PA
269,Maje,Ollenbuttel,Maje.Ollenbuttel@datascience.aot.com,Male,Gold,Some College,$216.06,"$1,285.13",Washington,DC
270,Gan,Gunnell,Gan.Gunnell@datascience.aot.com,Male,Silver,High School Diploma,$274.65,$637.21,Provo,UT
271,Locke,Ost,Locke.Ost@datascience.aot.com,Non-binary,None,Bachelor Degree,$380.33,"$1,789.27",Portland,OR
272,Lilia,Meyer,Lilia.Meyer@datascience.aot.com,Female,None,High School Diploma,$319.51,"$4,342.52",Clearwater,FL
273,Norby,Vanichkov,Norby.Vanichkov@datascience.aot.com,Male,None,Bachelor Degree,$362.27,"$1,689.86",Pasadena,CA
274,Wood,McAuslan,Wood.McAuslan@datascience.aot.com,Bigender,Gold,High School Diploma,$324.76,$956.09,Colorado Springs,CO
275,Keelia,Duignan,Keelia.Duignan@datascience.aot.com,Genderqueer,Gold,Master Degree,$338.80,"$2,959.31",New York City,NY
276,Olly,Hanshawe,Olly.Hanshawe@datascience.aot.com,Female,Gold,High School Diploma,$288.80,"$4,471.42",Fort Lauderdale,FL
277,Joyous,Genicke,Joyous.Genicke@datascience.aot.com,Female,None,Master Degree,$217.52,"$4,864.66",San Jose,CA
278,Kingston,Matias,Kingston.Matias@datascience.aot.com,Male,Silver,PhD,$292.76,"$2,175.74",Lynchburg,VA
279,Augustine,Larmett,Augustine.Larmett@datascience.aot.com,Female,None,Master Degree,$370.33,"$3,716.23",El Paso,TX
280,Robbyn,Cox,Robbyn.Cox@datascience.aot.com,Female,Silver,High School Diploma,$336.22,"$1,933.08",Memphis,TN
281,Cameron,Venners,Cameron.Venners@datascience.aot.com,Male,Platnium,High School Diploma,$360.28,$909.51,Indianapolis,IN
282,Lorenzo,Belward,Lorenzo.Belward@datascience.aot.com,Male,None,High School Diploma,$172.76,"$4,530.81",Tampa,FL
283,Ernestus,Pepi,Ernestus.Pepi@datascience.aot.com,Male,None,Some College,$341.28,"$3,821.11",Alexandria,VA
284,Tad,Udell,Tad.Udell@datascience.aot.com,Male,Platnium,Bachelor Degree,$163.34,"$4,945.37",New Orleans,LA
285,Grenville,Davsley,Grenville.Davsley@datascience.aot.com,Male,None,Bachelor Degree,$230.15,"$2,288.90",El Paso,TX
286,Faydra,Syder,Faydra.Syder@datascience.aot.com,Female,None,Master Degree,$328.51,"$4,429.81",Everett,WA
287,Chip,Benoi,Chip.Benoi@datascience.aot.com,Male,Platnium,Bachelor Degree,$224.46,$710.92,Ridgely,MD
288,Miran,Warham,Miran.Warham@datascience.aot.com,Female,None,PhD,$181.92,"$2,469.80",,
289,Eleanor,Blowers,Eleanor.Blowers@datascience.aot.com,Female,Silver,Bachelor Degree,$269.68,"$3,712.11",Pittsburgh,PA
290,Gill,Hainsworth,Gill.Hainsworth@datascience.aot.com,Female,Silver,Bachelor Degree,$230.71,"$3,052.31",,
291,Reube,Thewles,Reube.Thewles@datascience.aot.com,Male,None,Bachelor Degree,$245.82,"$4,850.33",Milwaukee,WI
292,Drucill,Spring,Drucill.Spring@datascience.aot.com,Female,Silver,High School Diploma,$225.37,"$1,109.21",Atlanta,GA
293,Lorna,Ouldred,Lorna.Ouldred@datascience.aot.com,Agender,Silver,Some College,$272.84,"$3,835.50",San Francisco,CA
294,Renae,Spraberry,Renae.Spraberry@datascience.aot.com,Female,Platnium,Master Degree,$170.34,"$1,900.68",Odessa,TX
295,Milo,Greed,Milo.Greed@datascience.aot.com,Male,None,PhD,$363.05,"$4,248.87",Fort Myers,FL
296,Dinny,Culmer,Dinny.Culmer@datascience.aot.com,Female,Gold,Bachelor Degree,$350.99,"$2,591.91",Charleston,WV
297,Kathryn,Glencros,Kathryn.Glencros@datascience.aot.com,Female,Silver,Some College,$259.74,$430.91,El Paso,TX
298,Padget,Crackel,Padget.Crackel@datascience.aot.com,Male,Silver,Some College,$233.20,"$3,154.27",Houston,TX
299,Hillel,Morgon,Hillel.Morgon@datascience.aot.com,Male,None,High School Diploma,$176.22,"$4,063.64",Shreveport,LA
300,Warren,Wyrill,Warren.Wyrill@datascience.aot.com,Male,None,Master Degree,$311.47,"$2,499.76",Sacramento,CA
301,Gilda,Woodier,Gilda.Woodier@datascience.aot.com,Female,Silver,High School Diploma,$154.08,"$4,846.85",,
302,Virgilio,Weatherell,Virgilio.Weatherell@datascience.aot.com,Male,None,,,,Honolulu,HI
303,Anny,Mordey,Anny.Mordey@datascience.aot.com,Female,Platnium,Master Degree,$322.46,"$1,830.47",Las Vegas,NV
304,Roberto,Daine,Roberto.Daine@datascience.aot.com,Male,Silver,High School Diploma,$257.08,$708.75,Kansas City,MO
305,Alexandr,Rahlof,Alexandr.Rahlof@datascience.aot.com,Male,Gold,PhD,$394.20,"$4,264.83",Albany,NY
306,Cyrille,Beville,Cyrille.Beville@datascience.aot.com,Male,Platnium,High School Diploma,$260.71,"$3,243.11",Brockton,MA
307,Gigi,Kiehne,Gigi.Kiehne@datascience.aot.com,Female,Platnium,Bachelor Degree,$291.08,$736.31,Seattle,WA
308,Leah,Aveline,Leah.Aveline@datascience.aot.com,Female,Gold,Bachelor Degree,$313.86,$492.57,Raleigh,NC
309,Othello,Pretti,Othello.Pretti@datascience.aot.com,Male,None,PhD,$322.27,"$1,634.48",El Paso,TX
310,Angelika,Maylor,Angelika.Maylor@datascience.aot.com,Female,Gold,PhD,$376.01,"$4,117.61",Naperville,IL
311,Marrilee,Parke,Marrilee.Parke@datascience.aot.com,Female,Platnium,Master Degree,$382.97,"$1,682.42",Utica,NY
312,Tore,Dubble,Tore.Dubble@datascience.aot.com,Male,None,Some College,$204.95,"$2,940.96",Louisville,KY
313,Giulio,Brassill,Giulio.Brassill@datascience.aot.com,Male,Platnium,Master Degree,$252.59,"$1,012.34",Dallas,TX
314,Arluene,Jahnke,Arluene.Jahnke@datascience.aot.com,Female,Gold,High School Diploma,$363.18,"$1,594.98",New York City,NY
315,Tadio,Rugge,Tadio.Rugge@datascience.aot.com,Male,None,Some College,$225.17,$841.99,Houston,TX
316,Delinda,Reaper,Delinda.Reaper@datascience.aot.com,Polygender,Silver,High School Diploma,$237.17,"$4,074.46",New York City,NY
317,Galven,Gorman,Galven.Gorman@datascience.aot.com,Male,Gold,High School Diploma,$244.39,"$1,953.59",Charlottesville,VA
318,Ileana,Slimm,Ileana.Slimm@datascience.aot.com,Genderfluid,None,Some College,$301.14,"$3,014.06",Omaha,NE
319,Stan,Penburton,Stan.Penburton@datascience.aot.com,Male,Gold,Bachelor Degree,$245.17,"$4,539.75",Roanoke,VA
320,Aldous,Summerrell,Aldous.Summerrell@datascience.aot.com,Male,None,Master Degree,$369.06,"$3,071.19",,
321,Pierce,Vanns,Pierce.Vanns@datascience.aot.com,Male,Silver,Some College,$300.93,"$1,719.22",Canton,OH
322,Kingsley,Zamboniari,Kingsley.Zamboniari@datascience.aot.com,Male,Platnium,Bachelor Degree,$156.11,"$2,594.41",Detroit,MI
323,Irma,Tebbe,Irma.Tebbe@datascience.aot.com,Female,Gold,PhD,$396.90,$491.35,Reading,PA
324,Kakalina,Luc,Kakalina.Luc@datascience.aot.com,Female,Platnium,Master Degree,$364.77,"$4,119.41",Camden,NJ
325,Franklin,Cowle,Franklin.Cowle@datascience.aot.com,Male,None,PhD,$299.51,"$4,431.14",Mesa,AZ
326,Ruthann,Catterson,Ruthann.Catterson@datascience.aot.com,Female,None,Some College,$280.37,"$1,800.72",El Paso,TX
327,Karine,Delacoste,Karine.Delacoste@datascience.aot.com,Female,Platnium,High School Diploma,$268.19,$515.97,Raleigh,NC
328,Beverlee,Sturton,Beverlee.Sturton@datascience.aot.com,Female,Silver,Some College,$241.13,"$3,058.60",Lansing,MI
329,Petr,Rew,Petr.Rew@datascience.aot.com,Male,Gold,Bachelor Degree,$225.29,"$4,039.29",Oklahoma City,OK
330,Solomon,McCuaig,Solomon.McCuaig@datascience.aot.com,Male,None,PhD,$246.06,"$2,163.68",Mobile,AL
331,Ripley,Ousby,Ripley.Ousby@datascience.aot.com,Male,Silver,PhD,$352.53,"$2,873.17",Houston,TX
332,Ryley,Simpole,Ryley.Simpole@datascience.aot.com,Male,Platnium,PhD,$225.15,"$1,951.89",,
333,Obidiah,Giraudo,Obidiah.Giraudo@datascience.aot.com,Male,Gold,PhD,$237.02,$588.99,,
334,Jon,Ballay,Jon.Ballay@datascience.aot.com,Male,Silver,High School Diploma,$352.74,"$2,637.34",,
335,Idalina,Bedminster,Idalina.Bedminster@datascience.aot.com,Female,Gold,Some College,$205.04,"$3,507.07",Jacksonville,FL
336,Mikel,Gosnall,Mikel.Gosnall@datascience.aot.com,Male,None,,,,Texarkana,TX
337,Irv,Thowless,Irv.Thowless@datascience.aot.com,Male,None,Master Degree,$285.85,"$3,472.01",Des Moines,IA
338,Aurore,Ruddom,Aurore.Ruddom@datascience.aot.com,Female,Platnium,Some College,$250.50,"$4,522.26",Bradenton,FL
339,Raymond,Poynor,Raymond.Poynor@datascience.aot.com,Male,Gold,Master Degree,$278.64,"$1,710.82",Fort Smith,AR
340,Louella,Tinman,Louella.Tinman@datascience.aot.com,Female,None,Some College,$320.54,"$1,364.24",Clearwater,FL
341,William,Balfe,William.Balfe@datascience.aot.com,Male,Gold,High School Diploma,$323.20,"$3,092.32",Durham,NC
342,Aimee,Zack,Aimee.Zack@datascience.aot.com,Female,Platnium,Master Degree,$242.15,"$3,706.32",Fresno,CA
343,Tobey,Pinson,Tobey.Pinson@datascience.aot.com,Female,None,Some College,$281.29,"$2,944.29",Ocala,FL
344,Peggi,Stennes,Peggi.Stennes@datascience.aot.com,Non-binary,Platnium,Bachelor Degree,$374.67,"$4,656.55",Wilmington,DE
345,Maurizio,Medmore,Maurizio.Medmore@datascience.aot.com,Male,None,PhD,$202.05,$743.61,Fort Worth,TX
346,Aurlie,Semiraz,Aurlie.Semiraz@datascience.aot.com,Female,Gold,Master Degree,$239.59,"$2,812.82",Sioux Falls,SD
347,Mateo,Towsey,Mateo.Towsey@datascience.aot.com,Male,Platnium,PhD,$331.37,"$3,389.19",Pittsburgh,PA
348,Rickie,McJury,Rickie.McJury@datascience.aot.com,Female,None,Some College,$250.87,"$4,105.75",San Diego,CA
349,Melisandra,Jack,Melisandra.Jack@datascience.aot.com,Female,Gold,High School Diploma,$318.60,"$1,105.22",Tulsa,OK
350,Twila,Krout,Twila.Krout@datascience.aot.com,Female,Gold,High School Diploma,$372.59,"$3,326.22",Cincinnati,OH
351,Pietro,Brody,Pietro.Brody@datascience.aot.com,Male,Gold,Bachelor Degree,$346.61,"$3,152.56",Idaho Falls,ID
352,Ondrea,Cramer,Ondrea.Cramer@datascience.aot.com,Female,Gold,High School Diploma,$226.85,"$1,797.08",Baton Rouge,LA
353,Nahum,Pree,Nahum.Pree@datascience.aot.com,Male,Silver,Some College,$195.69,"$2,389.07",Baltimore,MD
354,Arlie,Leyson,Arlie.Leyson@datascience.aot.com,Female,Gold,Master Degree,$239.27,"$1,898.18",Milwaukee,WI
355,Lorene,Standing,Lorene.Standing@datascience.aot.com,Female,None,High School Diploma,$321.40,"$1,645.72",Orange,CA
356,Prudy,Offiler,Prudy.Offiler@datascience.aot.com,Female,None,Some College,$387.12,"$3,157.19",New York City,NY
357,Phelia,Crippill,Phelia.Crippill@datascience.aot.com,Female,None,High School Diploma,$310.69,"$3,735.96",Denver,CO
358,Stevy,Petr,Stevy.Petr@datascience.aot.com,Male,Silver,Some College,$393.65,"$4,748.56",Omaha,NE
359,Quintilla,Buff,Quintilla.Buff@datascience.aot.com,Female,Silver,High School Diploma,$267.23,"$3,757.38",Glendale,AZ
360,Van,Slessor,Van.Slessor@datascience.aot.com,Female,None,PhD,$334.08,"$2,022.55",,
361,Mano,Gosnold,Mano.Gosnold@datascience.aot.com,Male,Platnium,Bachelor Degree,$300.53,"$1,261.00",Topeka,KS
362,Anatol,Winfred,Anatol.Winfred@datascience.aot.com,Male,Silver,Bachelor Degree,$195.21,"$4,661.97",Lubbock,TX
363,Hailee,Brounsell,Hailee.Brounsell@datascience.aot.com,Female,Platnium,Bachelor Degree,$220.94,"$3,125.65",Vancouver,WA
364,Selie,Plaid,Selie.Plaid@datascience.aot.com,Female,Platnium,High School Diploma,$360.50,"$3,175.40",,
365,Oona,Southeran,Oona.Southeran@datascience.aot.com,Female,None,High School Diploma,$157.14,"$1,990.77",,
366,Kylie,Thorsen,Kylie.Thorsen@datascience.aot.com,Male,None,Bachelor Degree,$229.38,"$2,497.46",,
367,Demetrius,Wilsdon,Demetrius.Wilsdon@datascience.aot.com,Polygender,Silver,High School Diploma,$318.72,"$1,698.28",Birmingham,AL
368,Del,Normanville,Del.Normanville@datascience.aot.com,Male,Platnium,High School Diploma,$231.59,"$2,061.34",Orlando,FL
369,Ferrell,Simm,Ferrell.Simm@datascience.aot.com,Male,Silver,High School Diploma,$295.74,"$3,242.14",,
370,Carline,Packman,Carline.Packman@datascience.aot.com,Female,None,High School Diploma,$271.28,"$1,866.55",Kansas City,MO
371,Rogers,Greep,Rogers.Greep@datascience.aot.com,Male,Silver,Master Degree,$397.60,"$1,898.74",Van Nuys,CA
372,Irvine,Silversmid,Irvine.Silversmid@datascience.aot.com,Male,None,,,,Little Rock,AR
373,Elbert,Lanphier,Elbert.Lanphier@datascience.aot.com,Male,Gold,Master Degree,$295.40,"$4,091.25",Fort Lauderdale,FL
374,Angelina,Ducker,Angelina.Ducker@datascience.aot.com,Female,None,PhD,$335.35,"$3,368.63",Aurora,CO
375,Devland,Kersey,Devland.Kersey@datascience.aot.com,Male,Platnium,Bachelor Degree,$162.20,"$4,661.41",Oklahoma City,OK
376,Joelynn,Jestico,Joelynn.Jestico@datascience.aot.com,Female,Gold,High School Diploma,$236.85,"$1,433.27",Aiken,SC
377,Hermie,Harcase,Hermie.Harcase@datascience.aot.com,Male,Silver,Master Degree,$383.40,"$2,801.09",Vancouver,WA
378,Bradan,Barttrum,Bradan.Barttrum@datascience.aot.com,Male,Silver,Bachelor Degree,$209.42,"$2,964.33",Hollywood,FL
379,Randy,Harden,Randy.Harden@datascience.aot.com,Male,Silver,Some College,$211.10,"$1,116.02",Jacksonville,FL
380,Renata,Pagram,Renata.Pagram@datascience.aot.com,Female,Gold,Master Degree,$279.51,"$3,522.20",Edmond,OK
381,Aveline,Pauly,Aveline.Pauly@datascience.aot.com,Female,None,PhD,$192.86,"$1,898.84",Brockton,MA
382,Fabiano,Handrok,Fabiano.Handrok@datascience.aot.com,Male,Silver,Bachelor Degree,$384.80,$648.34,,
383,Liesa,Chene,Liesa.Chene@datascience.aot.com,Female,Platnium,High School Diploma,$255.26,"$4,296.54",Philadelphia,PA
384,Alvie,Stanhope,Alvie.Stanhope@datascience.aot.com,Male,None,Master Degree,$187.62,"$4,545.66",,
385,Biddy,Gleasane,Biddy.Gleasane@datascience.aot.com,Agender,None,Some College,$281.08,"$3,439.76",White Plains,NY
386,Giustino,Dinsey,Giustino.Dinsey@datascience.aot.com,Male,None,Master Degree,$302.73,"$2,744.81",El Paso,TX
387,Peggie,Camilio,Peggie.Camilio@datascience.aot.com,Female,Platnium,Master Degree,$306.00,"$3,987.76",New York City,NY
388,Rodney,Sillis,Rodney.Sillis@datascience.aot.com,Male,Platnium,High School Diploma,$243.00,"$4,043.02",Newport News,VA
389,Malcolm,Pritchitt,Malcolm.Pritchitt@datascience.aot.com,Male,None,High School Diploma,$316.04,"$4,228.22",Tulsa,OK
390,Gayler,Stickney,Gayler.Stickney@datascience.aot.com,Male,None,PhD,$288.28,"$1,836.21",Flushing,NY
391,Cyndia,Semour,Cyndia.Semour@datascience.aot.com,Female,None,PhD,$369.39,"$3,528.71",Rockford,IL
392,Derk,Sperrett,Derk.Sperrett@datascience.aot.com,Male,None,Master Degree,$284.47,"$3,315.92",Stockton,CA
393,Jared,Phillput,Jared.Phillput@datascience.aot.com,Male,Gold,Master Degree,$302.20,"$3,158.72",Las Vegas,NV
394,Israel,Earpe,Israel.Earpe@datascience.aot.com,Male,None,Master Degree,$220.00,"$1,821.37",Birmingham,AL
395,Kelcy,McGeechan,Kelcy.McGeechan@datascience.aot.com,Female,Gold,Bachelor Degree,$243.90,"$2,362.27",,
396,Morgan,Jeanneau,Morgan.Jeanneau@datascience.aot.com,Female,Platnium,PhD,$222.33,"$1,037.40",Dallas,TX
397,Myrtice,McClintock,Myrtice.McClintock@datascience.aot.com,Female,None,High School Diploma,$203.03,"$3,505.27",Las Vegas,NV
398,Pall,Bartalin,Pall.Bartalin@datascience.aot.com,Male,Gold,Master Degree,$253.18,"$4,128.44",,
399,Ira,Elbourne,Ira.Elbourne@datascience.aot.com,Male,Gold,Some College,$398.56,"$3,670.40",Odessa,TX
400,Selestina,Cowen,Selestina.Cowen@datascience.aot.com,Female,Gold,Some College,$389.13,"$3,935.00",Waltham,MA
401,Marcile,Birtchnell,Marcile.Birtchnell@datascience.aot.com,Female,Gold,Bachelor Degree,$297.07,"$1,964.80",New York City,NY
402,Jory,Bartholomieu,Jory.Bartholomieu@datascience.aot.com,Male,None,High School Diploma,$276.12,"$1,021.40",Stockton,CA
403,Buffy,Suarez,Buffy.Suarez@datascience.aot.com,Female,None,PhD,$343.00,"$4,181.49",Tulsa,OK
404,August,Summerlie,August.Summerlie@datascience.aot.com,Male,Gold,Some College,$387.40,"$2,205.61",,
405,Matthus,Haselwood,Matthus.Haselwood@datascience.aot.com,Male,Platnium,Bachelor Degree,$159.55,"$4,603.24",Mesa,AZ
406,Madison,Anfosso,Madison.Anfosso@datascience.aot.com,Male,Gold,High School Diploma,$304.48,"$1,510.19",Atlanta,GA
407,Kaine,Leyban,Kaine.Leyban@datascience.aot.com,Male,Platnium,Bachelor Degree,$362.60,"$4,460.96",Columbia,SC
408,Marlena,Doumenc,Marlena.Doumenc@datascience.aot.com,Female,Platnium,High School Diploma,$314.32,"$2,140.15",Vero Beach,FL
409,Carmina,Hyman,Carmina.Hyman@datascience.aot.com,Female,Silver,High School Diploma,$301.62,"$3,235.39",Birmingham,AL
410,Bjorn,Sharram,Bjorn.Sharram@datascience.aot.com,Male,Platnium,High School Diploma,$212.84,"$1,294.56",Petaluma,CA
411,Foss,Daybell,Foss.Daybell@datascience.aot.com,Male,Silver,Bachelor Degree,$325.50,"$2,038.05",Pasadena,CA
412,Hayward,Sarten,Hayward.Sarten@datascience.aot.com,Male,Platnium,Bachelor Degree,$252.08,"$4,053.23",Gainesville,GA
413,Gavra,Sturridge,Gavra.Sturridge@datascience.aot.com,Female,Platnium,Master Degree,$341.74,"$3,388.10",Milwaukee,WI
414,Thatcher,Scogin,Thatcher.Scogin@datascience.aot.com,Male,None,Bachelor Degree,$158.61,"$3,871.31",Fort Worth,TX
415,Darline,Gadsden,Darline.Gadsden@datascience.aot.com,Female,Silver,Bachelor Degree,$160.18,$549.24,Portland,OR
416,Audi,Olyfant,Audi.Olyfant@datascience.aot.com,Female,Silver,High School Diploma,$381.48,"$1,751.54",Miami,FL
417,Barth,Ellingham,Barth.Ellingham@datascience.aot.com,Male,None,High School Diploma,$309.62,"$2,564.83",Boston,MA
418,Eva,Beckers,Eva.Beckers@datascience.aot.com,Female,Silver,High School Diploma,$181.50,"$1,526.22",Pittsburgh,PA
419,Rica,Vest,Rica.Vest@datascience.aot.com,Female,Gold,Master Degree,$170.00,"$2,983.36",Chicago,IL
420,Candy,Arnoud,Candy.Arnoud@datascience.aot.com,Female,Platnium,Bachelor Degree,$209.21,"$4,333.48",Shreveport,LA
421,Allan,Bleas,Allan.Bleas@datascience.aot.com,Male,Gold,Some College,$238.93,$609.04,Macon,GA
422,Kessiah,Delgado,Kessiah.Delgado@datascience.aot.com,Female,None,Some College,$270.57,$792.18,Atlanta,GA
423,Shel,Bortoli,Shel.Bortoli@datascience.aot.com,Female,Platnium,High School Diploma,$332.85,"$3,985.33",Jamaica,NY
424,Enriqueta,Rowth,Enriqueta.Rowth@datascience.aot.com,Female,Platnium,High School Diploma,$250.63,"$3,330.97",Houston,TX
425,Roselia,Crannage,Roselia.Crannage@datascience.aot.com,Female,Platnium,High School Diploma,$227.34,"$2,012.09",Winston Salem,NC
426,Sharl,Plastow,Sharl.Plastow@datascience.aot.com,Female,Gold,Bachelor Degree,$239.23,"$1,251.43",Mobile,AL
427,Christoffer,Laimable,Christoffer.Laimable@datascience.aot.com,Male,None,Bachelor Degree,$239.38,"$2,919.68",Saint Louis,MO
428,Raddy,Durrell,Raddy.Durrell@datascience.aot.com,Bigender,Platnium,High School Diploma,$174.52,$466.32,,
429,Consolata,Freckleton,Consolata.Freckleton@datascience.aot.com,Female,Silver,Master Degree,$170.26,"$4,590.87",Charleston,WV
430,Horace,Swalough,Horace.Swalough@datascience.aot.com,Male,Platnium,High School Diploma,$373.29,"$2,229.92",Washington,DC
